customer_id,total_trips,total_spending,average_trip_fare
C034640,10,405.7,40.57
C003992,8,399.29,49.91125
C013185,9,373.2,41.46666666666667
C004479,10,357.12,35.712
C003184,7,326.91,46.70142857142857
C021473,8,315.83,39.47875
C043301,7,313.03999999999996,44.71999999999999
C049261,6,312.17,52.028333333333336
C044215,9,311.74,38.9675
C034328,7,311.06,44.43714285714286
C019888,9,308.61,44.08714285714286
C047832,6,307.26,51.21
C032990,7,305.65000000000003,43.66428571428572
C021356,7,304.38,43.48285714285714
C033491,7,298.95,49.824999999999996
C030650,5,298.73,59.746
C032475,6,298.21000000000004,49.701666666666675
C000653,7,291.59000000000003,41.65571428571429
C043499,6,291.58,48.596666666666664
C043067,7,291.51,41.644285714285715
C025854,8,291.38,36.4225
C008998,5,289.65999999999997,57.931999999999995
C027807,8,286.2,35.775
C036238,7,285.75,40.82142857142857
C010029,7,285.35,47.55833333333334
C032697,8,285.11,35.63875
C039374,7,284.42999999999995,40.632857142857134
C047233,6,284.13,47.355
C039875,5,283.11,56.622
C036416,7,282.53999999999996,47.089999999999996
C015023,8,280.89,35.11125
C047297,7,276.39,39.48428571428571
C041427,7,275.43999999999994,39.34857142857142
C045500,8,273.95,34.24375
C014242,7,272.51,38.93
C027095,5,272.02,54.403999999999996
C030772,6,271.57000000000005,45.26166666666668
C009668,7,271.36,38.76571428571429
C039226,7,269.34000000000003,38.47714285714286
C030720,5,269.24,53.848
C004988,7,269.08000000000004,53.81600000000001
C022247,9,267.89,33.48625
C030540,7,267.35999999999996,38.194285714285705
C037685,7,266.79,38.112857142857145
C032064,9,264.51000000000005,33.063750000000006
C006364,7,264.11,37.730000000000004
C033342,6,263.47,43.91166666666667
C008568,5,263.39,52.678
C028341,5,262.82,52.564
C022607,7,262.6,43.76666666666667
C020826,5,262.58000000000004,52.516000000000005
C003307,6,262.56,43.76
C010018,7,261.98999999999995,43.66499999999999
C029547,5,261.66999999999996,52.33399999999999
C049917,6,261.58,43.596666666666664
C026292,7,261.38,37.339999999999996
C025873,7,260.97,37.28142857142858
C019099,6,260.77,43.461666666666666
C013054,5,260.71000000000004,52.14200000000001
C001574,6,259.69,43.281666666666666
C031832,7,258.72,36.96
C040419,6,257.25,42.875
C020191,5,256.73,51.346000000000004
C030108,6,256.62,42.77
C025342,5,255.82,51.164
C005886,5,255.07999999999998,51.016
C044047,6,255.02999999999997,42.504999999999995
C018142,7,254.53000000000003,42.421666666666674
C020145,8,253.78,36.254285714285714
C001144,6,253.48,42.24666666666666
C014665,7,253.23999999999998,36.177142857142854
C010510,6,252.70999999999998,42.11833333333333
